TIMESTAMP_MS,PULSE_BPM,SPO2_PCT,PLETH,RED_ADC,IR_ADC
830,97,100,60342,229924,274981
840,97,100,58713,229986,275017
850,97,100,56678,229965,275095
860,97,100,54317,229921,274960
870,97,100,51672,229912,274881
880,97,100,48944,229883,274845
890,97,100,46214,229890,274859
900,97,100,43562,229921,274889
910,97,100,41111,229944,275027
920,97,100,38942,229987,275144
930,97,100,37055,230053,275319
940,97,100,35534,230094,275440
950,97,100,34298,230171,275674
960,97,100,33347,230185,275845
970,97,100,32601,230316,276073
980,97,100,31976,230372,276218
990,97,100,31432,230390,276380
1000,97,100,30887,230462,276536
1010,97,100,30297,230576,276721
1020,97,100,29622,230595,276864
1030,97,100,28860,230634,276970
1040,97,100,27970,230677,277090
1050,97,100,26867,230733,277240
1060,97,100,25591,230743,277249
1070,97,100,24186,230796,277353
1080,97,100,22735,230820,277393
1090,97,100,21154,230886,277542
1100,97,100,19656,230849,277505
1110,97,100,18156,230898,277612
1120,97,100,16654,230920,277719
1130,97,100,15279,230983,277813
1140,97,100,14031,231033,277950
1150,97,100,12910,231092,278060
1160,97,100,11917,231091,278151
1170,97,100,11053,231163,278290
1180,97,100,10274,231227,278440
1190,97,100,9581,231285,278625
1200,97,100,8930,231305,278702
1210,97,100,8366,231356,278788
1220,97,100,7845,231380,278807
1230,97,100,7239,231368,278802
1240,97,100,6677,231258,278435
1250,97,100,6115,231007,277831
1260,97,100,5597,230644,276930
1270,97,100,5208,230305,275913
1280,97,100,5119,229862,274889
1290,97,100,5457,229593,274125
1300,97,100,6351,229363,273540
1310,97,100,7970,229295,273291
1320,97,100,10444,229249,273211
1330,97,100,13774,229289,273296
1340,97,100,17833,229357,273404
1350,97,100,22584,229436,273600
1360,97,100,27861,229450,273662
1370,97,100,33371,229507,273779
1380,97,100,38900,229481,273816
1390,97,100,44183,229551,273867
1400,97,100,48999,229543,273890
1410,97,100,53254,229535,273923
1420,97,100,56773,229597,274008
1430,97,100,59422,229630,274234
1440,97,100,61288,229721,274447
1450,97,100,62258,229831,274752
1460,97,100,62258,229937,275057
1470,97,100,61657,230068,275341
1480,97,100,60413,230090,275525
1490,97,100,58655,230134,275541
1500,97,100,56341,230125,275472
1510,97,100,53685,230103,275426
1520,97,100,50814,230067,275413
1530,97,100,47813,230041,275317
1540,97,100,44852,229999,275353
1550,97,100,42015,230052,275406
1560,97,100,39432,230118,275519
1570,97,100,37102,230165,275647
1580,97,100,35199,230250,275846
1590,97,100,33594,230299,275999
1600,97,100,32331,230357,276197
1610,97,100,31369,230446,276370
1620,97,100,30623,230490,276544
1630,97,100,30005,230544,276698
1640,97,100,29517,230581,276881
1650,97,100,28983,230666,277046
1660,97,100,28448,230698,277150
1670,97,100,27778,230792,277300
1680,97,100,27019,230799,277431
1690,97,100,26124,230868,277586
1700,97,100,25005,230883,277639
1710,97,100,23750,230939,277716
1720,97,100,22360,230969,277820
1730,97,100,20833,231003,277890
1740,97,100,19304,231013,277939
1750,97,100,17728,231043,278049
1760,97,100,16196,231075,278087
1770,97,100,14708,231095,278180
1780,97,100,13353,231144,278322
1790,97,100,12088,231201,278350
1800,97,100,10957,231262,278543
1810,97,100,9961,231289,278597
1820,97,100,9100,231342,278752
1830,97,100,8284,231405,278926
1840,97,100,7559,231438,279028
1850,97,100,6924,231483,279152
1860,97,100,6335,231509,279184
1870,97,100,5746,231511,279196
1880,97,100,5159,231414,279020
1890,97,100,4617,231246,278559
1900,97,100,4076,230969,277839
1910,97,100,3626,230658,276922
1920,97,100,3445,230261,275952
1930,97,100,3534,229924,275045
1940,97,100,4161,229661,274348
1950,97,100,5415,229515,273912
1960,97,100,7430,229451,273685
1970,97,100,10295,229446,273715
1980,97,100,14057,229492,273815
1990,97,100,18586,229540,273955
2000,97,100,23706,229590,274099
2010,97,100,29245,229659,274241
2020,97,100,34893,229692,274317
2030,97,100,40560,229731,274384
2040,97,100,45786,229747,274415
2050,97,100,50519,229778,274470
2060,97,100,54526,229755,274569
2070,97,100,57669,229849,274688
2080,97,100,59946,229923,274884
2090,97,100,61311,229994,275145
2100,97,100,61671,230086,275508
2110,97,100,61271,230210,275776
2120,97,100,60286,230248,275955
2130,97,100,58675,230296,276053
2140,97,100,56437,230329,276054
2150,97,100,53888,230286,275974
2160,97,100,50979,230281,275942
2170,97,100,47980,230239,275897
2180,97,100,44932,230269,275890
2190,97,100,41971,230261,275954
2200,97,100,39228,230327,276051
2210,97,100,36750,230371,276179
2220,97,100,34626,230428,276324
2230,97,100,32858,230477,276444
2240,97,100,31402,230550,276645
2250,97,100,30259,230599,276824
2260,97,100,29387,230669,277019
2270,97,100,28694,230715,277171
2280,97,100,28183,230793,277349
2290,97,100,27670,230786,277480
2300,97,100,27156,230888,277691
2310,97,100,26548,230921,277764
2320,97,100,25800,230991,277885
2330,97,100,24912,230985,278055
2340,97,100,23836,231050,278107
2350,97,100,22620,231098,278201
2360,97,100,21308,231135,278272
2370,97,100,19808,231155,278333
2380,97,100,18214,231207,278395
2390,97,100,16664,231218,278493
2400,97,100,15067,231275,278572
2410,97,100,13562,231282,278649
2420,97,100,12103,231300,278800
2430,97,100,10785,231376,278852
2440,97,100,9561,231402,279041
2450,97,100,8431,231480,279139
2460,97,100,7488,231540,279322
2470,97,100,6640,231565,279415
2480,97,100,5886,231622,279541
2490,97,100,5227,231601,279593
2500,97,100,4615,231627,279604
2510,97,100,3958,231648,279512
2520,97,100,3302,231476,279152
2530,97,100,3276,231193,278440
2540,97,100,3276,230887,277591
2550,97,100,3276,230475,276571
2560,97,100,3365,230170,275618
2570,97,100,3855,229869,274839
2580,97,100,5060,229645,274332
2590,97,100,6979,229572,274094
2600,97,100,9745,229547,274050
2610,97,100,13360,229606,274131
2620,97,100,17784,229657,274247
2630,97,100,22840,229687,274357
2640,97,100,28358,229741,274530
2650,97,100,34164,229788,274569
2660,97,100,39900,229805,274671
2670,97,100,45333,229787,274636
2680,97,100,50275,229817,274701
2690,97,100,54585,229852,274687
2700,97,100,58033,229871,274843
2710,97,100,60663,229933,274969
2720,97,100,62258,230050,275193
2730,97,100,61913,230137,275524
2740,97,100,61537,230277,275888
2750,96,100,60987,230333,276110
2760,96,100,59760,230415,276290
2770,96,100,57941,230430,276315
2780,96,100,55742,230448,276315
2790,96,100,53163,230373,276162
2800,96,100,50371,230362,276103
2810,96,100,47536,230295,276074
2820,96,100,44740,230325,276068
2830,96,100,42025,230335,276162
2840,96,100,39603,230429,276330
2850,96,100,37432,230481,276403
2860,96,100,35597,230545,276613
2870,96,100,34141,230603,276805
2880,96,100,32939,230675,276917
2890,96,100,32034,230734,277118
2900,96,100,31385,230764,277298
2910,96,100,30819,230805,277388
2920,96,100,30339,230906,277651
2930,96,100,29856,230938,277745
2940,96,100,29329,230978,277906
2950,96,100,28669,231059,278029
2960,96,100,27876,231093,278138
2970,96,100,26906,231126,278267
2980,96,100,25846,231162,278347
2990,96,100,24651,231211,278397
3000,96,100,23322,231248,278472
3010,96,100,21902,231286,278573
3020,96,100,20436,231298,278622
3030,96,100,18967,231327,278686
3040,96,100,17541,231368,278759
3050,96,100,16158,231398,278845
3060,96,100,14863,231413,278925
3070,96,100,13655,231476,279069
3080,96,100,12580,231525,279175
3090,96,100,11638,231565,279300
3100,96,100,10785,231628,279472
3110,96,100,10065,231674,279517
3120,96,100,9390,231709,279604
3130,96,100,8804,231719,279697
3140,96,100,8219,231735,279626
3150,96,100,7679,231631,279339
3160,96,100,7139,231390,278809
3170,96,100,6688,231074,277992
3180,96,100,6371,230697,276971
3190,96,100,6321,230300,275955
3200,96,100,6671,229977,275110
3210,96,100,7553,229738,274447
3220,96,100,9145,229658,274142
3230,96,100,11580,229611,274060
3240,96,100,14906,229629,274031
3250,96,100,19034,229648,274175
3260,96,100,23883,229726,274351
3270,96,100,29234,229789,274402
3280,96,100,34918,229819,274528
3290,96,100,40665,229818,274572
3300,96,100,46245,229836,274559
3310,96,100,51381,229862,274606
3320,96,100,55934,229886,274543
3330,96,100,59763,229849,274604
3340,96,100,62258,229887,274685
3350,96,100,62258,229970,274894
3360,96,100,62258,230052,275156
3370,96,100,62141,230168,275489
3380,96,100,61869,230271,275768
3390,96,100,61052,230339,275991
3400,96,100,59770,230365,276099
3410,96,100,58023,230369,276078
3420,96,100,55927,230343,275978
3430,96,100,53560,230325,275944
3440,96,100,51115,230336,275858
3450,96,100,48553,230295,275811
3460,96,100,46144,230306,275865
3470,96,100,43889,230337,275923
3480,96,100,41825,230392,276057
3490,96,100,40071,230416,276159
3500,96,100,38588,230487,276356
3510,96,100,37377,230548,276532
3520,96,100,36516,230599,276749
3530,96,100,35772,230698,276880
3540,96,100,35223,230718,277052
3550,96,100,34791,230816,277221
3560,96,100,34357,230883,277357
3570,96,100,33882,230894,277490
3580,96,100,33366,230985,277654
3590,96,100,32647,231026,277736
3600,96,100,31846,231070,277884
3610,96,100,30921,231049,277893
3620,96,100,29791,231118,277970
3630,96,100,28578,231139,278053
3640,96,100,27239,231141,278117
3650,96,100,25897,231187,278143
3660,96,100,24511,231228,278285
3670,96,100,23203,231265,278351
3680,96,100,21893,231263,278409
3690,96,100,20620,231307,278537
3700,96,100,19427,231401,278591
3710,96,100,18437,231438,278778
3720,96,100,17526,231458,278832
3730,96,100,16696,231525,279038
3740,96,100,15988,231547,279095
3750,96,100,15362,231627,279188
3760,96,100,14776,231616,279275
3770,96,100,14190,231667,279292
3780,96,100,13645,231592,279137
3790,96,100,13058,231440,278742
3800,96,100,12554,231027,277998
3810,96,100,12132,230777,277056
3820,96,100,11874,230420,276018
3830,96,100,11944,230046,275003
3840,96,100,12466,229735,274269
3850,96,100,13563,229538,273840
3860,96,100,15400,229464,273589
3870,96,100,18061,229466,273609
4760,95,100,39313,230127,275958
4770,95,100,37828,230227,276202
4780,95,100,36646,230287,276347
4790,95,100,35768,230332,276543
4800,95,100,35080,230400,276574
4810,95,100,34505,230476,276924
4820,95,100,34005,230528,277085
4830,95,100,33581,230574,277245
4840,95,100,33078,230645,277386
4850,95,100,32495,230737,277577
4860,95,100,31792,230745,277732
4870,95,100,30892,230818,277827
4880,95,100,29871,230851,277857
4890,95,100,28690,230878,277931
4900,95,100,27426,230890,277878
4910,95,100,26042,230945,278097
4920,95,100,24575,230941,278155
4930,95,100,23104,230961,278209
4940,95,100,21631,230987,278297
4950,95,100,20195,231024,278404
4960,95,100,18875,231049,278492
4970,95,100,17673,231134,278600
4980,95,100,16589,231151,278680
4990,95,100,15623,231187,278796
5000,95,100,14776,231220,278968
5010,95,100,14007,231277,279098
5020,95,100,13318,231368,279263
5030,95,100,12749,231398,279382
5040,95,100,12219,231444,279455
5050,95,100,11689,231512,279496
5060,95,100,11199,231439,279433
5070,95,100,10670,231390,279217
5080,95,100,10141,231143,278664
5090,95,100,9612,230863,277798
5100,95,100,9243,230474,276792
5110,95,100,9035,230082,275792
5120,95,100,9185,229736,274910
5130,95,100,9855,229523,274284
5140,95,100,11244,229387,273926
5150,95,100,13352,229338,273834
5160,95,100,16261,229350,273832
5170,95,100,19933,229383,273879
5180,95,100,24254,229439,274079
5190,95,100,29107,229501,274191
5200,95,100,34258,229529,274323
5210,95,100,39508,229576,274392
5220,95,100,44569,229596,274464
5230,95,100,49273,229605,274444
5240,95,100,53374,229608,274476
5250,95,100,56866,229623,274546
5260,95,100,59586,229669,274691
5270,95,100,61533,229779,274942
5280,95,100,62258,229835,275216
5290,95,100,62258,229982,275556
5300,95,100,61864,230065,275793
5310,95,100,60880,230135,275977
5320,95,100,59305,230114,276027
5330,95,100,57299,230150,276019
5340,95,100,54939,230107,275909
5350,95,100,52343,230063,275845
5360,95,100,49628,230040,275773
5370,95,100,46911,230088,275793
5380,95,100,44310,230110,275901
5390,95,100,41982,230114,276017
5400,95,100,39847,230129,276117
5410,95,100,38026,230220,276199
5420,95,100,36558,230265,276461
5430,95,100,35366,230343,276605
5440,95,100,34489,230378,276797
5450,95,100,33770,230440,276998
5460,95,100,33250,230508,277181
5470,95,100,32807,230582,277306
5480,95,100,32363,230634,277502
5490,95,100,31877,230712,277568
5500,95,100,31349,230717,277756
5510,95,100,30656,230778,277876
5520,95,100,29757,230848,278018
5530,95,100,28734,230905,278100
5540,95,100,27544,230876,278175
5550,95,100,26228,230922,278218
5560,95,100,24785,230960,278312
5570,95,100,23340,230991,278404
5580,95,100,21810,231064,278493
5590,95,100,20400,231051,278524
5600,95,100,18988,231115,278642
5610,95,100,17658,231133,278713
5620,95,100,16449,231161,278809
5630,95,100,15364,231234,278922
5640,95,100,14360,231274,279111
5650,95,100,13480,231326,279243
5660,95,100,12683,231384,279369
5670,95,100,12010,231412,279500
5680,95,100,11378,231485,279628
5690,95,100,10788,231518,279742
5700,95,100,10198,231527,279733
5710,95,100,9609,231522,279632
5720,95,100,9061,231376,279238
5730,95,100,8473,231099,278630
5740,95,100,7968,230768,277720
5750,95,100,7629,230405,276747
5760,95,100,7580,230047,275799
5770,95,100,7947,229758,275002
5780,95,100,8811,229531,274473
5790,95,100,10420,229471,274242
5800,95,100,12859,229396,274104
5810,95,100,16088,229431,274176
5820,95,100,20068,229504,274328
5830,95,100,24679,229542,274465
5840,95,100,29760,229635,274605
5850,95,100,35068,229682,274690
5860,95,100,40352,229680,274777
5870,95,100,45397,229722,274813
5880,95,100,50028,229736,274783
5890,95,100,54073,229725,274853
5900,95,100,57361,229776,275039
5910,95,100,59848,229820,275175
5920,95,100,61491,229948,275430
5930,95,100,62258,230011,275712
5940,95,100,62258,230122,276087
5950,95,100,61589,230215,276260
5960,95,100,60335,230266,276468
5970,95,100,58540,230271,276434
5980,95,100,56244,230263,276437
5990,95,100,53614,230241,276298
6000,95,100,50817,230202,276267
6010,95,100,47935,230215,276188
6020,95,100,45092,230220,276254
6030,95,100,42454,230271,276305
6040,95,100,40022,230274,276463
6050,95,100,37921,230352,276557
6060,95,100,36195,230430,276714
6070,95,100,34760,230427,276881
6080,95,100,33659,230516,277122
6090,95,100,32852,230563,277237
6100,95,100,32213,230600,277475
6110,95,100,31741,230691,277594
6120,95,100,31311,230732,277757
6130,95,100,30880,230779,277929
6140,95,100,30361,230868,278119
6150,95,100,29711,230916,278235
6160,95,100,28887,231023,278419
6170,95,100,27973,231007,278451
6180,95,100,26841,231029,278558
6190,95,100,25576,231030,278568
6200,95,100,24177,231065,278675
6210,95,100,22646,231085,278729
6220,95,100,21112,231147,278793
6230,95,100,19531,231169,278872
6240,95,100,17993,231234,279016
6250,95,100,16584,231223,279073
6260,95,100,15261,231276,279172
6270,95,100,14025,231299,279239
6280,95,100,12920,231380,279376
6290,95,100,11947,231407,279494
6300,95,100,11105,231464,279657
6310,95,100,10350,231521,279777
6320,95,100,9684,231587,279916
6330,95,100,9106,231616,280018
6340,95,100,8528,231635,280030
6350,95,100,7951,231623,279935
6360,95,100,7374,231504,279656
6370,95,100,6798,231192,279037
6380,95,100,6267,230946,278200
6390,95,100,5955,230544,277143
6400,95,100,5907,230191,276175
6410,95,100,6298,229886,275370
6420,95,100,7214,229668,274754
6430,95,100,8874,229519,274447
6440,95,100,11411,229484,274388
6450,95,100,14783,229530,274430
6460,95,100,18947,229574,274536
6470,95,100,23777,229613,274679
6480,95,100,29192,229708,274784
6490,95,100,34846,229729,274892
6500,95,100,40563,229733,274939
6510,95,100,46027,229734,274894
6520,95,100,51143,229743,274943
6530,95,100,55638,229764,274928
6540,95,100,59287,229753,275017
6550,95,100,62133,229849,275173
6560,95,100,62258,229901,275352
6570,95,100,62258,229993,275675
6580,95,100,62258,230088,275969
6590,95,100,61901,230236,276281
6600,95,100,60948,230264,276523
6610,95,100,59480,230312,276593
6620,95,100,57577,230351,276599
6630,95,100,55277,230306,276464
6640,95,100,52700,230258,276431
6650,95,100,50003,230242,276340
6660,95,100,47304,230254,276354
6670,95,100,44722,230286,276385
6680,95,100,42296,230305,276523
6690,95,100,40105,230375,276623
6700,95,100,38229,230375,276737
6710,95,100,36709,230437,276897
6720,95,100,35508,230494,277039
6730,95,100,34503,230570,277279
6740,95,100,33778,230675,277426
6750,94,100,33172,230720,277630
6760,94,100,32726,230797,277802
6770,94,100,32279,230831,277922
6780,94,100,31870,230878,278072
6790,94,100,31296,230983,278199
6800,94,100,30639,230961,278263
6810,94,100,29815,231009,278369
6820,94,100,28866,231054,278463
6830,94,100,27748,231073,278562
6840,94,100,26505,231130,278616
6850,94,100,25216,231115,278693
6860,94,100,23842,231157,278721
6870,94,100,22424,231196,278788
6880,94,100,21044,231213,278896
6890,94,100,19704,231238,278954
6900,94,100,18445,231285,279028
6910,94,100,17268,231352,279144
6920,94,100,16215,231361,279263
6930,94,100,15285,231447,279396
6940,94,100,14481,231473,279536
6950,94,100,13759,231537,279666
6960,94,100,13079,231560,279742
6970,94,100,12524,231615,279810
6980,94,100,11927,231612,279794
6990,94,100,11414,231543,279531
7000,94,100,10902,231292,278999
7010,94,100,10431,230986,278208
7020,94,100,10128,230635,277202
7030,94,100,9992,230232,276188
7040,94,100,10191,229928,275318
7050,94,100,10934,229663,274700
7060,94,100,12347,229554,274357
7070,94,100,14515,229485,274254
7080,94,100,17480,229519,274246
7090,94,100,21205,229560,274320
7100,94,100,25609,229571,274455
7110,94,100,30489,229646,274601
7120,94,100,35767,229681,274667
7130,94,100,41147,229711,274739
7140,94,100,46326,229687,274755
7150,94,100,51171,229724,274694
7160,94,100,55424,229682,274684
7170,94,100,59037,229724,274748
7180,94,100,61883,229746,274886
7190,94,100,62258,229821,275061
7200,94,100,62258,229891,275275
7210,94,100,62258,230007,275591
7220,94,100,62068,230092,275875
7230,94,100,61350,230159,276123
7240,94,100,60102,230239,276223
7250,94,100,58440,230236,276248
7260,94,100,56400,230247,276213
7270,94,100,54135,230213,276141
7280,94,100,51719,230174,276030
7290,94,100,49264,230160,276029
7300,94,100,46883,230204,276068
7310,94,100,44614,230197,276126
7320,94,100,42569,230286,276270
7330,94,100,40788,230322,276390
7340,94,100,39308,230377,276537
7350,94,100,38093,230422,276767
7360,94,100,37142,230480,276921
7370,94,100,36381,230553,277110
7380,94,100,35771,230607,277253
7390,94,100,35275,230680,277390
7400,94,100,34816,230696,277550
7410,94,100,34316,230799,277715
7420,94,100,33737,230846,277851
7430,94,100,33078,230890,277967
7440,94,100,32300,230918,278033
7450,94,100,31362,230969,278126
7460,94,100,30304,230980,278171
7470,94,100,29124,231023,278226
7480,94,100,27863,231040,278340
7490,94,100,26519,231084,278414
7500,94,100,25211,231072,278476
7510,94,100,23899,231163,278535
7520,94,100,22585,231170,278610
7530,94,100,21348,231202,278704
7540,94,100,20187,231249,278790
7550,94,100,19144,231300,278939
7560,94,100,18258,231319,279021
7570,94,100,17450,231367,279207
7580,94,100,16721,231404,279278
7590,94,100,16111,231479,279429
7600,94,100,15500,231503,279460
7610,94,100,14969,231497,279547
7620,94,100,14438,231558,279516
7630,94,100,13906,231445,279324
7640,94,100,13375,231220,278707
7650,94,100,12923,230900,277872
7660,94,100,12511,230480,276849
7670,94,100,12339,230114,275823
7680,94,100,12526,229725,274901
7690,94,100,13233,229490,274287
7700,94,100,14581,229381,273920
7710,94,100,16690,229342,273854
7720,94,100,19603,229357,273877
7730,94,100,23283,229381,274047
7740,94,100,27615,229476,274154
7750,94,100,32444,229506,274305
7760,94,100,37614,229508,274347
7770,94,100,42799,229554,274422
7780,94,100,47831,229539,274405
7790,94,100,52502,229510,274392
7800,94,100,56605,229489,274357
7810,94,100,60096,229513,274461
7820,94,100,62258,229516,274474
7830,94,100,62258,229615,274705
7840,94,100,62258,229680,274934
7850,94,100,62187,229804,275265
7860,94,100,61939,229870,275514
7870,94,100,61232,229998,275791
7880,94,100,60030,229993,275871
7890,94,100,58405,230024,275911
7900,94,100,56463,229971,275830
7910,94,100,54310,229954,275782
7920,94,100,52051,229937,275756
7930,94,100,49756,229936,275705
7940,94,100,47495,229926,275695
7950,94,100,45339,229978,275805
7960,94,100,43464,230005,275920
7970,94,100,41801,230053,276107
7980,94,100,40383,230137,276256
7990,94,100,39249,230196,276488
8000,94,100,38327,230249,276655
8010,94,100,37581,230365,276863
8020,94,100,36978,230363,277012
8030,94,100,36408,230454,277173
8040,94,100,35873,230515,277369
8050,94,100,35336,230593,277551
8060,94,100,34724,230592,277623
8070,94,100,34002,230683,277751
8080,94,100,33131,230695,277832
8090,94,100,32111,230760,277923
8100,94,100,31014,230778,278014
8110,94,100,29803,230768,278053
8120,94,100,28478,230796,278129
8130,94,100,27113,230850,278210
8140,94,100,25744,230835,278259
8150,94,100,24408,230885,278406
8160,94,100,23179,230963,278472
8170,94,100,21949,230993,278597
8180,94,100,20863,231049,278680
8190,94,100,19888,231071,278860
8200,94,100,18948,231139,279022
8210,94,100,18155,231169,279160
8220,94,100,17435,231272,279277
8230,94,100,16752,231292,279316
8240,94,100,16106,231305,279418
8250,94,100,15496,231315,279413
8260,94,100,14887,231213,279161
8270,94,100,14277,231052,278717
8280,94,100,13741,230726,277935
8290,94,100,13280,230384,277011
8300,94,100,13006,229984,275992
8310,94,100,13105,229657,275146
8320,94,100,13577,229414,274479
8330,94,100,14649,229320,274168
8340,94,100,16356,229264,274028
8350,94,100,18853,229267,274073
8360,94,100,22028,229328,274174
8370,94,100,25735,229386,274331
8380,94,100,29979,229413,274421
8390,94,100,34465,229491,274558
8400,94,100,39118,229510,274656
8410,94,100,43631,229533,274657
8420,94,100,47848,229550,274694
8430,94,100,51539,229567,274726
8440,94,100,54660,229572,274741
8450,94,100,57098,229622,274928
8460,94,100,58813,229648,275123
8470,94,100,59804,229777,275397
8480,94,100,60112,229888,275745
8490,94,100,59774,229986,276084
8500,94,100,58906,230046,276226
8510,94,100,57469,230051,276276
8520,94,100,55578,230075,276288
8530,94,100,53384,230036,276160
8540,94,100,50925,229991,276074
8550,94,100,48350,229967,276016
8560,94,100,45773,229986,276051
8570,94,100,43306,230013,276111
8580,94,100,41027,230045,276180
8590,94,100,39009,230102,276350
8600,94,100,37255,230160,276486
8610,94,100,35803,230220,276651
8620,94,100,34692,230245,276854
8630,94,100,33808,230351,277006
8640,94,100,33153,230409,277226
8650,94,100,32651,230465,277379
8660,94,100,32224,230548,277602
8670,94,100,31795,230570,277724
8680,94,100,31326,230630,277856
8690,94,100,30777,230717,277983
8700,94,100,30109,230770,278113
8710,94,100,29243,230757,278238
8720,94,100,28256,230832,278323
8730,94,100,27109,230833,278412
8740,94,100,25802,230896,278562
8750,94,100,24413,230918,278567
8760,94,100,23020,230907,278627
8770,94,100,21546,230997,278724
8780,94,100,20109,230991,278823
8790,94,100,18709,231020,278875
8800,94,100,17427,231103,279001
8810,94,100,16223,231104,279117
8820,94,100,15098,231181,279195
8830,94,100,14131,231186,279277
8840,94,100,13323,231261,279403
8850,94,100,12554,231254,279559
8860,94,100,11905,231356,279680
8870,94,100,11336,231394,279836
8880,94,100,10767,231431,279935
8890,94,100,10278,231465,279936
8900,94,100,9789,231495,279942
8910,94,100,9301,231394,279699
8920,94,100,8813,231136,279144
8930,94,100,8325,230863,278346
8940,94,100,7997,230471,277333
8950,94,100,7870,230097,276302
8960,94,100,8062,229799,275465
8970,94,100,8773,229527,274820
8980,94,100,10123,229399,274374
8990,94,100,12191,229326,274273
9000,94,100,15060,229339,274271
9010,94,100,18692,229391,274385
9020,94,100,23011,229417,274507
9030,94,100,27821,229485,274635
9040,94,100,32928,229511,274785
9050,94,100,38135,229540,274841
9060,94,100,43234,229577,274882
9070,94,100,47978,229559,274913
9080,94,100,52199,229574,274919
9090,94,100,55733,229606,275009
9100,94,100,58494,229667,275117
9110,94,100,60484,229729,275383
9120,94,100,61701,229846,275661
9130,94,100,62106,229929,275993
9140,94,100,61853,230076,276314
9150,94,100,60923,230101,276459
9160,94,100,59388,230176,276588
9170,94,100,57329,230124,276509
9180,94,100,54947,230139,276478
9190,94,100,52324,230105,276407
9200,94,100,49538,230088,276367
9210,94,100,46668,230085,276346
9220,94,100,43958,230108,276396
9230,94,100,41406,230138,276474
9240,94,100,39134,230175,276637
9250,94,100,37223,230260,276817
9260,94,100,35634,230339,276956
9270,94,100,34367,230374,277100
9280,94,100,33425,230455,277349
9290,94,100,32685,230489,277535
9300,94,100,32107,230580,277709
9310,94,100,31609,230656,277841
9320,94,100,31193,230721,278058
9330,94,100,30692,230747,278137
9340,94,100,30106,230811,278291
9350,94,100,29352,230835,278400
9360,94,100,28470,230891,278515
9370,94,100,27460,230927,278641
9380,94,100,26279,230944,278725
9390,94,100,24970,230968,278778
9400,94,100,23574,231013,278865
9410,94,100,22133,231015,278914
9420,94,100,20648,231085,279023
9430,94,100,19160,231093,279041
9440,94,100,17713,231119,279176
9450,94,100,16349,231132,279231
9460,94,100,15152,231191,279361
9470,94,100,14040,231244,279420
9480,94,100,13055,231346,279632
9490,94,100,12196,231336,279741
9500,94,100,11422,231441,279917
9510,94,100,10733,231473,279985
9520,94,100,10087,231489,280142
9530,94,100,9525,231541,280178
9540,94,100,8922,231535,280171
9550,94,100,8362,231506,280059
9560,94,100,7802,231351,279690
9570,94,100,7285,231085,279013
9580,94,100,6811,230809,278206
9590,94,100,6465,230411,277167
9600,94,100,6459,230090,276262
9610,94,100,6835,229789,275522
9620,94,100,7890,229586,275038
