TIMESTAMP_MS,COUNTER,DEVICE_ID,PULSE_BPM,SPO2_PCT,SPO2_STATUS,PLETH,BATTERY_PCT,RED_ADC,IR_ADC,PERFUSION_INDEX
490,58,4,97,100,0,21055,100,230837,277261,1.8
500,59,4,97,100,0,19734,100,230887,277336,1.8
510,60,4,97,100,0,18494,100,230902,277455,1.8
520,61,4,97,100,0,17374,100,230997,277572,1.8
530,62,4,97,100,0,16336,100,231059,277759,1.8
540,63,4,97,100,0,15420,100,231113,277929,1.8
550,64,4,97,100,0,14586,100,231135,278044,1.8
560,65,4,97,100,0,13833,100,231209,278117,1.8
570,66,4,97,100,0,13122,100,231237,278175,1.8
580,67,4,97,100,0,12410,100,231220,278135,1.8
590,68,4,97,100,0,11740,100,231134,277897,1.8
600,69,4,97,100,0,11152,100,230853,277266,1.8
610,70,4,97,100,0,10564,100,230549,276496,1.8
620,71,4,97,100,0,10142,100,230161,275500,1.8
630,72,4,97,100,0,9925,100,229789,274513,1.8
640,73,4,97,100,0,10121,100,229475,273670,1.8
650,74,4,97,100,0,10852,100,229244,273112,1.8
660,75,4,97,100,0,12202,100,229114,272791,1.8
670,76,4,97,100,0,14336,100,229126,272697,1.8
680,77,4,97,100,0,17298,100,229168,272813,1.8
690,78,4,97,100,0,21007,100,229207,272961,1.8
700,79,4,97,100,0,25344,100,229239,273051,1.8
710,80,4,97,100,0,30150,100,229324,273270,1.8
720,81,4,97,100,0,35222,100,229365,273318,1.8
730,82,4,97,100,0,40353,100,229376,273346,1.8
740,83,4,97,100,0,45287,100,229338,273355,1.8
750,84,4,97,100,0,49809,100,229365,273413,1.8
760,85,4,97,100,0,53791,100,229378,273392,1.8
770,86,4,97,100,0,57060,100,229405,273478,1.8
780,87,4,97,100,0,59575,100,229457,273645,1.8
790,88,4,97,100,0,61291,100,229533,273876,1.8
800,89,4,97,100,0,62133,100,229611,274139,1.8
810,90,4,97,100,0,61768,100,229740,274512,1.8
820,91,4,97,100,8,61361,100,229812,274755,1.8
830,92,4,97,100,0,60342,100,229924,274981,1.8
840,93,4,97,100,0,58713,100,229986,275017,1.8
850,94,4,97,100,0,56678,100,229965,275095,1.8
860,95,4,97,100,0,54317,100,229921,274960,1.8
870,96,4,97,100,0,51672,100,229912,274881,1.8
880,97,4,97,100,0,48944,100,229883,274845,1.8
890,98,4,97,100,0,46214,100,229890,274859,1.8
900,99,4,97,100,0,43562,100,229921,274889,1.8
910,100,4,97,100,0,41111,100,229944,275027,1.8
920,101,4,97,100,0,38942,100,229987,275144,1.8
930,102,4,97,100,0,37055,100,230053,275319,1.8
940,103,4,97,100,0,35534,100,230094,275440,1.8
950,104,4,97,100,0,34298,100,230171,275674,1.8
960,105,4,97,100,0,33347,100,230185,275845,1.8
970,106,4,97,100,0,32601,100,230316,276073,1.8
980,107,4,97,100,0,31976,100,230372,276218,1.8
990,108,4,97,100,0,31432,100,230390,276380,1.8
1000,109,4,97,100,0,30887,100,230462,276536,1.8
1010,110,4,97,100,0,30297,100,230576,276721,1.8
1020,111,4,97,100,0,29622,100,230595,276864,1.8
1030,112,4,97,100,0,28860,100,230634,276970,1.8
1040,113,4,97,100,0,27970,100,230677,277090,1.8
1050,114,4,97,100,0,26867,100,230733,277240,1.8
1060,115,4,97,100,0,25591,100,230743,277249,1.8
1070,116,4,97,100,0,24186,100,230796,277353,1.8
1080,117,4,97,100,0,22735,100,230820,277393,1.8
1090,118,4,97,100,0,21154,100,230886,277542,1.8
1100,119,4,97,100,0,19656,100,230849,277505,1.8
1110,120,4,97,100,0,18156,100,230898,277612,1.8
1120,121,4,97,100,0,16654,100,230920,277719,1.8
1130,122,4,97,100,0,15279,100,230983,277813,1.8
1140,123,4,97,100,0,14031,100,231033,277950,1.8
1150,124,4,97,100,0,12910,100,231092,278060,1.8
1160,125,4,97,100,0,11917,100,231091,278151,1.8
1170,126,4,97,100,0,11053,100,231163,278290,1.8
1180,127,4,97,100,0,10274,100,231227,278440,1.8
1190,128,4,97,100,0,9581,100,231285,278625,1.8
1200,129,4,97,100,0,8930,100,231305,278702,1.8
1210,130,4,97,100,0,8366,100,231356,278788,1.8
1220,131,4,97,100,0,7845,100,231380,278807,1.8
1230,132,4,97,100,0,7239,100,231368,278802,1.8
1240,133,4,97,100,0,6677,100,231258,278435,1.8
1250,134,4,97,100,0,6115,100,231007,277831,1.8
1260,135,4,97,100,0,5597,100,230644,276930,1.8
1270,136,4,97,100,0,5208,100,230305,275913,1.8
1280,137,4,97,100,0,5119,100,229862,274889,1.8
1290,138,4,97,100,0,5457,100,229593,274125,1.8
1300,139,4,97,100,0,6351,100,229363,273540,1.8
1310,140,4,97,100,0,7970,100,229295,273291,1.8
1320,141,4,97,100,0,10444,100,229249,273211,1.8
1330,142,4,97,100,0,13774,100,229289,273296,1.8
1340,143,4,97,100,0,17833,100,229357,273404,1.8
1350,144,4,97,100,0,22584,100,229436,273600,1.8
1360,145,4,97,100,0,27861,100,229450,273662,1.8
1370,146,4,97,100,0,33371,100,229507,273779,1.8
1380,147,4,97,100,0,38900,100,229481,273816,1.8
1390,148,4,97,100,0,44183,100,229551,273867,1.8
1400,149,4,97,100,0,48999,100,229543,273890,1.8
1410,150,4,97,100,0,53254,100,229535,273923,1.8
1420,151,4,97,100,0,56773,100,229597,274008,1.8
1430,152,4,97,100,0,59422,100,229630,274234,1.8
1440,153,4,97,100,0,61288,100,229721,274447,1.8
1450,154,4,97,100,0,62258,100,229831,274752,1.8
1460,155,4,97,100,0,62258,100,229937,275057,1.8
1470,156,4,97,100,8,61657,100,230068,275341,1.8
1480,157,4,97,100,0,60413,100,230090,275525,1.8
1490,158,4,97,100,0,58655,100,230134,275541,1.8
1500,159,4,97,100,0,56341,100,230125,275472,1.8
1510,160,4,97,100,0,53685,100,230103,275426,1.8
1520,161,4,97,100,0,50814,100,230067,275413,1.8
1530,162,4,97,100,0,47813,100,230041,275317,1.8
1540,163,4,97,100,0,44852,100,229999,275353,1.8
1550,164,4,97,100,0,42015,100,230052,275406,1.8
1560,165,4,97,100,0,39432,100,230118,275519,1.8
1570,166,4,97,100,0,37102,100,230165,275647,1.8
1580,167,4,97,100,0,35199,100,230250,275846,1.8
1590,168,4,97,100,0,33594,100,230299,275999,1.8
1600,169,4,97,100,0,32331,100,230357,276197,1.8
1610,170,4,97,100,0,31369,100,230446,276370,1.8
1620,171,4,97,100,0,30623,100,230490,276544,1.8
1630,172,4,97,100,0,30005,100,230544,276698,1.8
1640,173,4,97,100,0,29517,100,230581,276881,1.8
1650,174,4,97,100,0,28983,100,230666,277046,1.8
1660,175,4,97,100,0,28448,100,230698,277150,1.8
1670,176,4,97,100,0,27778,100,230792,277300,1.8
1680,177,4,97,100,0,27019,100,230799,277431,1.8
1690,178,4,97,100,0,26124,100,230868,277586,1.8
1700,179,4,97,100,0,25005,100,230883,277639,1.8
1710,180,4,97,100,0,23750,100,230939,277716,1.8
1720,181,4,97,100,0,22360,100,230969,277820,1.8
1730,182,4,97,100,0,20833,100,231003,277890,1.8
1740,183,4,97,100,0,19304,100,231013,277939,1.8
1750,184,4,97,100,0,17728,100,231043,278049,1.8
1760,185,4,97,100,0,16196,100,231075,278087,1.8
1770,186,4,97,100,0,14708,100,231095,278180,1.8
1780,187,4,97,100,0,13353,100,231144,278322,1.8
1790,188,4,97,100,0,12088,100,231201,278350,1.8
1800,189,4,97,100,0,10957,100,231262,278543,1.8
1810,190,4,97,100,0,9961,100,231289,278597,1.8
1820,191,4,97,100,0,9100,100,231342,278752,1.8
1830,192,4,97,100,0,8284,100,231405,278926,1.8
1840,193,4,97,100,0,7559,100,231438,279028,1.8
1850,194,4,97,100,0,6924,100,231483,279152,1.8
1860,195,4,97,100,0,6335,100,231509,279184,1.8
1870,196,4,97,100,0,5746,100,231511,279196,1.8
1880,197,4,97,100,0,5159,100,231414,279020,1.8
1890,198,4,97,100,0,4617,100,231246,278559,1.8
1900,199,4,97,100,0,4076,100,230969,277839,1.8
1910,200,4,97,100,0,3626,100,230658,276922,1.8
1920,201,4,97,100,0,3445,100,230261,275952,1.8
1930,202,4,97,100,0,3534,100,229924,275045,1.8
1940,203,4,97,100,0,4161,100,229661,274348,1.8
1950,204,4,97,100,0,5415,100,229515,273912,1.8
1960,205,4,97,100,0,7430,100,229451,273685,1.8
1970,206,4,97,100,0,10295,100,229446,273715,1.8
1980,207,4,97,100,0,14057,100,229492,273815,1.8
1990,208,4,97,100,0,18586,100,229540,273955,1.8
2000,209,4,97,100,0,23706,100,229590,274099,1.8
2010,210,4,97,100,0,29245,100,229659,274241,1.8
2020,211,4,97,100,0,34893,100,229692,274317,1.8
2030,212,4,97,100,0,40560,100,229731,274384,1.8
2040,213,4,97,100,0,45786,100,229747,274415,1.8
2050,214,4,97,100,0,50519,100,229778,274470,1.8
2060,215,4,97,100,0,54526,100,229755,274569,1.8
2070,216,4,97,100,0,57669,100,229849,274688,1.8
2080,217,4,97,100,0,59946,100,229923,274884,1.8
2090,218,4,97,100,0,61311,100,229994,275145,1.8
2100,219,4,97,100,0,61671,100,230086,275508,1.8
2110,220,4,97,100,0,61271,100,230210,275776,1.8
2120,221,4,97,100,8,60286,100,230248,275955,1.8
2130,222,4,97,100,0,58675,100,230296,276053,1.8
2140,223,4,97,100,0,56437,100,230329,276054,1.8
2150,224,4,97,100,0,53888,100,230286,275974,1.8
2160,225,4,97,100,0,50979,100,230281,275942,1.8
2170,226,4,97,100,0,47980,100,230239,275897,1.8
2180,227,4,97,100,0,44932,100,230269,275890,1.8
2190,228,4,97,100,0,41971,100,230261,275954,1.8
2200,229,4,97,100,0,39228,100,230327,276051,1.8
2210,230,4,97,100,0,36750,100,230371,276179,1.8
2220,231,4,97,100,0,34626,100,230428,276324,1.8
2230,232,4,97,100,0,32858,100,230477,276444,1.8
2240,233,4,97,100,0,31402,100,230550,276645,1.8
2250,234,4,97,100,0,30259,100,230599,276824,1.8
2260,235,4,97,100,0,29387,100,230669,277019,1.8
2270,236,4,97,100,0,28694,100,230715,277171,1.8
2280,237,4,97,100,0,28183,100,230793,277349,1.8
2290,238,4,97,100,0,27670,100,230786,277480,1.8
2300,239,4,97,100,0,27156,100,230888,277691,1.8
2310,240,4,97,100,0,26548,100,230921,277764,1.8
2320,241,4,97,100,0,25800,100,230991,277885,1.8
2330,242,4,97,100,0,24912,100,230985,278055,1.8
2340,243,4,97,100,0,23836,100,231050,278107,1.8
2350,244,4,97,100,0,22620,100,231098,278201,1.8
2360,245,4,97,100,0,21308,100,231135,278272,1.8
2370,246,4,97,100,0,19808,100,231155,278333,1.8
2380,247,4,97,100,0,18214,100,231207,278395,1.8
2390,248,4,97,100,0,16664,100,231218,278493,1.8
2400,249,4,97,100,0,15067,100,231275,278572,1.8
2410,250,4,97,100,0,13562,100,231282,278649,1.8
2420,251,4,97,100,0,12103,100,231300,278800,1.8
2430,252,4,97,100,0,10785,100,231376,278852,1.8
2440,253,4,97,100,0,9561,100,231402,279041,1.8
2450,254,4,97,100,0,8431,100,231480,279139,1.8
2460,255,4,97,100,0,7488,100,231540,279322,1.8
2470,256,4,97,100,0,6640,100,231565,279415,1.8
2480,257,4,97,100,0,5886,100,231622,279541,1.8
2490,258,4,97,100,0,5227,100,231601,279593,1.8
2500,259,4,97,100,0,4615,100,231627,279604,1.8
2510,260,4,97,100,0,3958,100,231648,279512,1.8
2520,261,4,97,100,0,3302,100,231476,279152,1.8
2530,262,4,97,100,0,3276,100,231193,278440,1.8
2540,263,4,97,100,0,3276,100,230887,277591,1.8
2550,264,4,97,100,0,3276,100,230475,276571,1.8
2560,265,4,97,100,0,3365,100,230170,275618,1.8
2570,266,4,97,100,0,3855,100,229869,274839,1.8
2580,267,4,97,100,0,5060,100,229645,274332,1.8
2590,268,4,97,100,0,6979,100,229572,274094,1.8
2600,269,4,97,100,0,9745,100,229547,274050,1.8
2610,270,4,97,100,0,13360,100,229606,274131,1.8
2620,271,4,97,100,0,17784,100,229657,274247,1.8
2630,272,4,97,100,0,22840,100,229687,274357,1.8
2640,273,4,97,100,0,28358,100,229741,274530,1.8
2650,274,4,97,100,0,34164,100,229788,274569,1.8
2660,275,4,97,100,0,39900,100,229805,274671,1.8
2670,276,4,97,100,0,45333,100,229787,274636,1.8
2680,277,4,97,100,0,50275,100,229817,274701,1.8
2690,278,4,97,100,0,54585,100,229852,274687,1.8
2700,279,4,97,100,0,58033,100,229871,274843,1.8
2710,280,4,97,100,0,60663,100,229933,274969,1.8
2720,281,4,97,100,0,62258,100,230050,275193,1.8
2730,282,4,97,100,0,61913,100,230137,275524,1.8
2740,283,4,97,100,0,61537,100,230277,275888,1.8
2750,284,4,96,100,8,60987,100,230333,276110,1.8
2760,285,4,96,100,0,59760,100,230415,276290,1.8
2770,286,4,96,100,0,57941,100,230430,276315,1.8
2780,287,4,96,100,0,55742,100,230448,276315,1.8
2790,288,4,96,100,0,53163,100,230373,276162,1.8
2800,289,4,96,100,0,50371,100,230362,276103,1.8
2810,290,4,96,100,0,47536,100,230295,276074,1.8
2820,291,4,96,100,0,44740,100,230325,276068,1.8
2830,292,4,96,100,0,42025,100,230335,276162,1.8
2840,293,4,96,100,0,39603,100,230429,276330,1.8
2850,294,4,96,100,0,37432,100,230481,276403,1.8
2860,295,4,96,100,0,35597,100,230545,276613,1.8
2870,296,4,96,100,0,34141,100,230603,276805,1.8
2880,297,4,96,100,0,32939,100,230675,276917,1.8
2890,298,4,96,100,0,32034,100,230734,277118,1.8
2900,299,4,96,100,0,31385,100,230764,277298,1.8
2910,300,4,96,100,0,30819,100,230805,277388,1.8
2920,301,4,96,100,0,30339,100,230906,277651,1.8
2930,302,4,96,100,0,29856,100,230938,277745,1.8
2940,303,4,96,100,0,29329,100,230978,277906,1.8
2950,304,4,96,100,0,28669,100,231059,278029,1.8
2960,305,4,96,100,0,27876,100,231093,278138,1.8
2970,306,4,96,100,0,26906,100,231126,278267,1.8
2980,307,4,96,100,0,25846,100,231162,278347,1.8
2990,308,4,96,100,0,24651,100,231211,278397,1.8
3000,309,4,96,100,0,23322,100,231248,278472,1.8
3010,310,4,96,100,0,21902,100,231286,278573,1.8
3020,311,4,96,100,0,20436,100,231298,278622,1.8
3030,312,4,96,100,0,18967,100,231327,278686,1.8
3040,313,4,96,100,0,17541,100,231368,278759,1.8
3050,314,4,96,100,0,16158,100,231398,278845,1.8
3060,315,4,96,100,0,14863,100,231413,278925,1.8
3070,316,4,96,100,0,13655,100,231476,279069,1.8
3080,317,4,96,100,0,12580,100,231525,279175,1.8
3090,318,4,96,100,0,11638,100,231565,279300,1.8
3100,319,4,96,100,0,10785,100,231628,279472,1.8
3110,320,4,96,100,0,10065,100,231674,279517,1.8
3120,321,4,96,100,0,9390,100,231709,279604,1.8
3130,322,4,96,100,0,8804,100,231719,279697,1.8
3140,323,4,96,100,0,8219,100,231735,279626,1.8
3150,324,4,96,100,0,7679,100,231631,279339,1.8
3160,325,4,96,100,0,7139,100,231390,278809,1.8
3170,326,4,96,100,0,6688,100,231074,277992,1.8
3180,327,4,96,100,0,6371,100,230697,276971,1.8
3190,328,4,96,100,0,6321,100,230300,275955,1.8
3200,329,4,96,100,0,6671,100,229977,275110,1.8
3210,330,4,96,100,0,7553,100,229738,274447,1.8
3220,331,4,96,100,0,9145,100,229658,274142,1.8
3230,332,4,96,100,0,11580,100,229611,274060,1.8
3240,333,4,96,100,0,14906,100,229629,274031,1.8
3250,334,4,96,100,0,19034,100,229648,274175,1.8
3260,335,4,96,100,0,23883,100,229726,274351,1.8
3270,336,4,96,100,0,29234,100,229789,274402,1.8
3280,337,4,96,100,0,34918,100,229819,274528,1.8
3290,338,4,96,100,0,40665,100,229818,274572,1.8
3300,339,4,96,100,0,46245,100,229836,274559,1.8
3310,340,4,96,100,0,51381,100,229862,274606,1.8
3320,341,4,96,100,0,55934,100,229886,274543,1.8
3330,342,4,96,100,0,59763,100,229849,274604,1.8
3340,343,4,96,100,0,62258,100,229887,274685,1.8
3350,344,4,96,100,0,62258,100,229970,274894,1.8
3360,345,4,96,100,0,62258,100,230052,275156,1.8
3370,346,4,96,100,0,62141,100,230168,275489,1.8
3380,347,4,96,100,0,61869,100,230271,275768,1.8
3390,348,4,96,100,8,61052,100,230339,275991,1.8
3400,349,4,96,100,0,59770,100,230365,276099,1.8
3410,350,4,96,100,0,58023,100,230369,276078,1.8
3420,351,4,96,100,0,55927,100,230343,275978,1.8
3430,352,4,96,100,0,53560,100,230325,275944,1.8
3440,353,4,96,100,0,51115,100,230336,275858,1.8
3450,354,4,96,100,0,48553,100,230295,275811,1.8
3460,355,4,96,100,0,46144,100,230306,275865,1.8
3470,356,4,96,100,0,43889,100,230337,275923,1.8
3480,357,4,96,100,0,41825,100,230392,276057,1.8
3490,358,4,96,100,0,40071,100,230416,276159,1.8
3500,359,4,96,100,0,38588,100,230487,276356,1.8
3510,360,4,96,100,0,37377,100,230548,276532,1.8
3520,361,4,96,100,0,36516,100,230599,276749,1.8
3530,362,4,96,100,0,35772,100,230698,276880,1.8
3540,363,4,96,100,0,35223,100,230718,277052,1.8
3550,364,4,96,100,0,34791,100,230816,277221,1.8
3560,365,4,96,100,0,34357,100,230883,277357,1.8
3570,366,4,96,100,0,33882,100,230894,277490,1.8
3580,367,4,96,100,0,33366,100,230985,277654,1.8
3590,368,4,96,100,0,32647,100,231026,277736,1.8
3600,369,4,96,100,0,31846,100,231070,277884,1.8
3610,370,4,96,100,0,30921,100,231049,277893,1.8
3620,371,4,96,100,0,29791,100,231118,277970,1.8
3630,372,4,96,100,0,28578,100,231139,278053,1.8
3640,373,4,96,100,0,27239,100,231141,278117,1.8
3650,374,4,96,100,0,25897,100,231187,278143,1.8
3660,375,4,96,100,0,24511,100,231228,278285,1.8
3670,376,4,96,100,0,23203,100,231265,278351,1.8
3680,377,4,96,100,0,21893,100,231263,278409,1.8
3690,378,4,96,100,0,20620,100,231307,278537,1.8
3700,379,4,96,100,0,19427,100,231401,278591,1.8
3710,380,4,96,100,0,18437,100,231438,278778,1.8
3720,381,4,96,100,0,17526,100,231458,278832,1.8
3730,382,4,96,100,0,16696,100,231525,279038,1.8
3740,383,4,96,100,0,15988,100,231547,279095,1.8
3750,384,4,96,100,0,15362,100,231627,279188,1.8
3760,385,4,96,100,0,14776,100,231616,279275,1.8
3770,386,4,96,100,0,14190,100,231667,279292,1.8
3780,387,4,96,100,0,13645,100,231592,279137,1.8
3790,388,4,96,100,0,13058,100,231440,278742,1.8
3800,389,4,96,100,0,12554,100,231027,277998,1.8
3810,390,4,96,100,0,12132,100,230777,277056,1.8
3820,391,4,96,100,0,11874,100,230420,276018,1.8
3830,392,4,96,100,0,11944,100,230046,275003,1.8
3840,393,4,96,100,0,12466,100,229735,274269,1.8
3850,394,4,96,100,0,13563,100,229538,273840,1.8
3860,395,4,96,100,0,15400,100,229464,273589,1.8
3870,396,4,96,100,0,18061,100,229466,273609,1.8
4760,485,4,95,100,0,39313,100,230127,275958,1.8
4770,486,4,95,100,0,37828,100,230227,276202,1.8
4780,487,4,95,100,0,36646,100,230287,276347,1.8
4790,488,4,95,100,0,35768,100,230332,276543,1.8
4800,489,4,95,100,0,35080,100,230400,276574,1.8
4810,490,4,95,100,0,34505,100,230476,276924,1.8
4820,491,4,95,100,0,34005,100,230528,277085,1.8
4830,492,4,95,100,0,33581,100,230574,277245,1.8
4840,493,4,95,100,0,33078,100,230645,277386,1.8
4850,494,4,95,100,0,32495,100,230737,277577,1.8
4860,495,4,95,100,0,31792,100,230745,277732,1.8
4870,496,4,95,100,0,30892,100,230818,277827,1.8
4880,497,4,95,100,0,29871,100,230851,277857,1.8
4890,498,4,95,100,0,28690,100,230878,277931,1.8
4900,499,4,95,100,0,27426,100,230890,277878,1.8
4910,500,4,95,100,0,26042,100,230945,278097,1.8
4920,501,4,95,100,0,24575,100,230941,278155,1.8
4930,502,4,95,100,0,23104,100,230961,278209,1.8
4940,503,4,95,100,0,21631,100,230987,278297,1.8
4950,504,4,95,100,0,20195,100,231024,278404,1.8
4960,505,4,95,100,0,18875,100,231049,278492,1.8
4970,506,4,95,100,0,17673,100,231134,278600,1.8
4980,507,4,95,100,0,16589,100,231151,278680,1.8
4990,508,4,95,100,0,15623,100,231187,278796,1.8
5000,509,4,95,100,0,14776,100,231220,278968,1.8
5010,510,4,95,100,0,14007,100,231277,279098,1.8
5020,511,4,95,100,0,13318,100,231368,279263,1.8
5030,512,4,95,100,0,12749,100,231398,279382,1.8
5040,513,4,95,100,0,12219,100,231444,279455,1.8
5050,514,4,95,100,0,11689,100,231512,279496,1.8
5060,515,4,95,100,0,11199,100,231439,279433,1.8
5070,516,4,95,100,0,10670,100,231390,279217,1.8
5080,517,4,95,100,0,10141,100,231143,278664,1.8
5090,518,4,95,100,0,9612,100,230863,277798,1.8
5100,519,4,95,100,0,9243,100,230474,276792,1.8
5110,520,4,95,100,0,9035,100,230082,275792,1.8
5120,521,4,95,100,0,9185,100,229736,274910,1.8
5130,522,4,95,100,0,9855,100,229523,274284,1.8
5140,523,4,95,100,0,11244,100,229387,273926,1.8
5150,524,4,95,100,0,13352,100,229338,273834,1.8
5160,525,4,95,100,0,16261,100,229350,273832,1.8
5170,526,4,95,100,0,19933,100,229383,273879,1.8
5180,527,4,95,100,0,24254,100,229439,274079,1.8
5190,528,4,95,100,0,29107,100,229501,274191,1.8
5200,529,4,95,100,0,34258,100,229529,274323,1.8
5210,530,4,95,100,0,39508,100,229576,274392,1.8
5220,531,4,95,100,0,44569,100,229596,274464,1.8
5230,532,4,95,100,0,49273,100,229605,274444,1.8
5240,533,4,95,100,0,53374,100,229608,274476,1.8
5250,534,4,95,100,0,56866,100,229623,274546,1.8
5260,535,4,95,100,0,59586,100,229669,274691,1.8
5270,536,4,95,100,0,61533,100,229779,274942,1.8
5280,537,4,95,100,0,62258,100,229835,275216,1.8
5290,538,4,95,100,0,62258,100,229982,275556,1.8
5300,539,4,95,100,8,61864,100,230065,275793,1.8
5310,540,4,95,100,0,60880,100,230135,275977,1.8
5320,541,4,95,100,0,59305,100,230114,276027,1.8
5330,542,4,95,100,0,57299,100,230150,276019,1.8
5340,543,4,95,100,0,54939,100,230107,275909,1.8
5350,544,4,95,100,0,52343,100,230063,275845,1.8
5360,545,4,95,100,0,49628,100,230040,275773,1.8
5370,546,4,95,100,0,46911,100,230088,275793,1.8
5380,547,4,95,100,0,44310,100,230110,275901,1.8
5390,548,4,95,100,0,41982,100,230114,276017,1.8
5400,549,4,95,100,0,39847,100,230129,276117,1.8
5410,550,4,95,100,0,38026,100,230220,276199,1.8
5420,551,4,95,100,0,36558,100,230265,276461,1.8
5430,552,4,95,100,0,35366,100,230343,276605,1.8
5440,553,4,95,100,0,34489,100,230378,276797,1.8
5450,554,4,95,100,0,33770,100,230440,276998,1.8
5460,555,4,95,100,0,33250,100,230508,277181,1.8
5470,556,4,95,100,0,32807,100,230582,277306,1.8
5480,557,4,95,100,0,32363,100,230634,277502,1.8
5490,558,4,95,100,0,31877,100,230712,277568,1.8
5500,559,4,95,100,0,31349,100,230717,277756,1.8
5510,560,4,95,100,0,30656,100,230778,277876,1.8
5520,561,4,95,100,0,29757,100,230848,278018,1.8
5530,562,4,95,100,0,28734,100,230905,278100,1.8
5540,563,4,95,100,0,27544,100,230876,278175,1.8
5550,564,4,95,100,0,26228,100,230922,278218,1.8
5560,565,4,95,100,0,24785,100,230960,278312,1.8
5570,566,4,95,100,0,23340,100,230991,278404,1.8
5580,567,4,95,100,0,21810,100,231064,278493,1.8
5590,568,4,95,100,0,20400,100,231051,278524,1.8
5600,569,4,95,100,0,18988,100,231115,278642,1.8
5610,570,4,95,100,0,17658,100,231133,278713,1.8
5620,571,4,95,100,0,16449,100,231161,278809,1.8
5630,572,4,95,100,0,15364,100,231234,278922,1.8
5640,573,4,95,100,0,14360,100,231274,279111,1.8
5650,574,4,95,100,0,13480,100,231326,279243,1.8
5660,575,4,95,100,0,12683,100,231384,279369,1.8
5670,576,4,95,100,0,12010,100,231412,279500,1.8
5680,577,4,95,100,0,11378,100,231485,279628,1.8
5690,578,4,95,100,0,10788,100,231518,279742,1.8
5700,579,4,95,100,0,10198,100,231527,279733,1.8
5710,580,4,95,100,0,9609,100,231522,279632,1.8
5720,581,4,95,100,0,9061,100,231376,279238,1.8
5730,582,4,95,100,0,8473,100,231099,278630,1.8
5740,583,4,95,100,0,7968,100,230768,277720,1.8
5750,584,4,95,100,0,7629,100,230405,276747,1.8
5760,585,4,95,100,0,7580,100,230047,275799,1.8
5770,586,4,95,100,0,7947,100,229758,275002,1.8
5780,587,4,95,100,0,8811,100,229531,274473,1.8
5790,588,4,95,100,0,10420,100,229471,274242,1.8
5800,589,4,95,100,0,12859,100,229396,274104,1.8
5810,590,4,95,100,0,16088,100,229431,274176,1.8
5820,591,4,95,100,0,20068,100,229504,274328,1.8
5830,592,4,95,100,0,24679,100,229542,274465,1.8
